name,city,state,website,phone,email,source_url,source_name,product_types_raw,processes_inferred,process_for_pages,moq,certs,notes
Carolina CoPacking LLC,Henderson,NC,http://carolinacopacking.com/,252-433-0130,info@carolinacopacking.com,https://foodbusiness.ces.ncsu.edu/tools-for-success/other-services-supplies/,NC State Extension Food Business — Other Services & Supplies (Copackers section; page updated Aug 17 2026),,,,,,860 Commerce Drive
Blue Ridge Jams,Hendersonville,NC,,828-685-1783,,https://foodbusiness.ces.ncsu.edu/tools-for-success/other-services-supplies/,NC State Extension Food Business — Other Services & Supplies (Copackers section; page updated Aug 17 2026),,,,,,
Big Boss Baking Company,High Point,NC,,336-861-1212,,https://foodbusiness.ces.ncsu.edu/tools-for-success/other-services-supplies/,NC State Extension Food Business — Other Services & Supplies (Copackers section; page updated Aug 17 2026),,,,,,629 McWay Drive
FirstWave Contract Manufacturing,Middlesex,NC,,919-694-0974,info@sinnovatek.com,https://foodbusiness.ces.ncsu.edu/tools-for-success/other-services-supplies/,NC State Extension Food Business — Other Services & Supplies (Copackers section; page updated Aug 17 2026),,,,,,
Suite O,Suite O Charlotte,NC,,,,https://cals.cornell.edu/cornell-agritech/partners-institutes/cornell-food-venture-center/kitchensco-packers,Cornell Food Venture Center — Kitchens/Co-Packers,,,,,,
Golding Farms,Winston-Salem,NC,,336-766-6161,,https://foodbusiness.ces.ncsu.edu/tools-for-success/other-services-supplies/,NC State Extension Food Business — Other Services & Supplies (Copackers section; page updated Aug 17 2026),,,,,,6061 Gun Club Road
"Ajinomoto, North America, Inc.",,NC,http://www.ajinomoto-usa.com/,,,https://ucfoodquality.ucdavis.edu/food-industry-contacts/co-packers,"UC Food Quality — Co-Packers (Mostly California) page, last update March 16 2026",,,,,,Also Illinois; review: not clearly a co-packer
Genuine Local,Laconia,NH,http://www.genuinelocal.org,603-279-8600,,https://cals.cornell.edu/cornell-agritech/partners-institutes/cornell-food-venture-center/kitchensco-packers,Cornell Food Venture Center — Kitchens/Co-Packers,Offer a shared use production facility for food producers as well as business incubator services for startup food businesses. Also offer co-packing to customers who want that service. Work with local farms to produce value added products from crop surpluses.,,,,,review: not clearly a co-packer
Neighbor Made,Suite D Keene,NH,,603-338-9121,,https://cals.cornell.edu/cornell-agritech/partners-institutes/cornell-food-venture-center/kitchensco-packers,Cornell Food Venture Center — Kitchens/Co-Packers,,,,,,
The Organic Food Incubator,Bloomfield,NJ,https://organicfoodincubator.com,973-748-0111,mikes@organicfoodincubator.com,https://extension.psu.edu/list-of-co-packers-in-pennsylvania-and-beyond/ | https://cals.cornell.edu/cornell-agritech/partners-institutes/cornell-food-venture-center/kitchensco-packers,Penn State Extension — List of Co-packers in Pennsylvania and Beyond (updated Dec 16 2025) | Cornell Food Venture Center — Kitchens/Co-Packers,"Primarily beverages, sauces, and powders. Focus is on start-ups and small brands, offering production as small as 25 gallons to full scale. The facility is nut-free and gluten-free.",beverage; sauces,sauce/condiment,,gluten-free; nut-free,Contact: Michael Schwartz; review: not clearly a co-packer; review: not clearly a co-packer; review: contradiction — see copackers-review.md; review: collapsed DBA/alias
International Spice,Bordentown,NJ,http://www.intspice.com,609-298-1199,,https://cals.cornell.edu/cornell-agritech/partners-institutes/cornell-food-venture-center/kitchensco-packers,Cornell Food Venture Center — Kitchens/Co-Packers,,,,,,
Rutgers Food Innovation Center,Bridgeton,NJ,http://foodinnovation.rutgers.edu/,(856) 459-1900,,https://cals.cornell.edu/cornell-agritech/partners-institutes/cornell-food-venture-center/kitchensco-packers,Cornell Food Venture Center — Kitchens/Co-Packers,,,,,,
Farmer's Choice Food Brands,Closter,NJ,https://www.farmerschoicefoods.com,610-499-9477,,https://extension.psu.edu/list-of-co-packers-in-pennsylvania-and-beyond/,Penn State Extension — List of Co-packers in Pennsylvania and Beyond (updated Dec 16 2025),"Sauces, dressing, jellies, and jams specializing in small batches.",sauces,sauce/condiment,,,
MetaBrand LLC,Edison,NJ,http://www.metabrandcorp.com,(732) 986-9142,,https://cals.cornell.edu/cornell-agritech/partners-institutes/cornell-food-venture-center/kitchensco-packers,Cornell Food Venture Center — Kitchens/Co-Packers,Hot Fill (batch pasteurization) & Cold fill PET & Glass (CT caps) capabilities. Shrink & Pressure sensitive label application. 12-pack tray with shrink wrap / carton pack out.,hot-fill; cold-fill,hot-fill,,,
Le Gourmet Factory,Englewood,NJ,,,,https://cals.cornell.edu/cornell-agritech/partners-institutes/cornell-food-venture-center/kitchensco-packers,Cornell Food Venture Center — Kitchens/Co-Packers,,,,,,
South Amboy Kitchen LLC,South Amboy,NJ,https://southamboykitchen.com,732-377-2271,southamboykitchen@gmail.com,https://cals.cornell.edu/cornell-agritech/partners-institutes/cornell-food-venture-center/kitchensco-packers,Cornell Food Venture Center — Kitchens/Co-Packers,"South Amboy Kitchen with a mission: For universal Sewa (Service to humanity) without considering cast, creed, color, nationality or religion, is a Rental kitchen and a co-Packing facility, that is there to provide an ecosystem of support services and infrastructure for culinary entrepreneurs with a dream to make it a reality. Starting any business has its challenges, but food-based businesses have a very unique set of obstacles to overcome. One of the first and most common problems food-based bu",,,,,review: not clearly a co-packer
"JGS Beverage Group, Inc. & Tarantino Food Group",Trenton,NJ,,347-408-4446,grace@jgsbeveragegroup.com,https://cals.cornell.edu/cornell-agritech/partners-institutes/cornell-food-venture-center/kitchensco-packers,Cornell Food Venture Center — Kitchens/Co-Packers,,,,,,
Salt Road Food Hub,W Broadway Paterson,NJ,http://www.saltroadfoodhub.com,347-469-0897,store@nynaturals.com,https://cals.cornell.edu/cornell-agritech/partners-institutes/cornell-food-venture-center/kitchensco-packers,Cornell Food Venture Center — Kitchens/Co-Packers,"Salt Road Food Hub is a 10,000 square foot shared food manufacturing facility specializing in gluten-free and vegetarian products. and a climate-controlled warehouse. The facility is equipped with a double rack oven, 60-quart Hobart mixers, tilt skillets, steam kettles, Robot Coupes, flow wrapper, piston and bottle fillers, vibratory filler, and more. - Dedicated Gluten-Free only facility.",,,,gluten-free,
Ark Foods,square foot food processing facility in,NJ,https://www.arkfoods.com,917-231-9929,,https://cals.cornell.edu/cornell-agritech/partners-institutes/cornell-food-venture-center/kitchensco-packers,Cornell Food Venture Center — Kitchens/Co-Packers,"We operate a nimble and highly automated 20,000 square foot food processing facility in New Jersey to meet all of your fresh cut vegetable needs, specializing in small-format packaging sizes. We are SQF-certified and can offer Non-GMO products on a case-by-case basis. Our product catalog spans cauliflower, broccoli, sweet potatoes, spiralized noodles, kale and more. Whether they are for retail, food service, e-commerce, meal kit, schools, or other uses, we have your fresh cut needs covered.",,,,SQF; Non-GMO,
"Mitsubishi International Food Ingredients, Inc.",,NJ,https://mifiusa.com/,,,https://ucfoodquality.ucdavis.edu/food-industry-contacts/co-packers,"UC Food Quality — Co-Packers (Mostly California) page, last update March 16 2026",,,,,,Also Ohio; review: not clearly a co-packer
"Prep SpaceIncludes: Prep table, sink, microwave, refrigeration",,NJ,,,,https://cals.cornell.edu/cornell-agritech/partners-institutes/cornell-food-venture-center/kitchensco-packers,Cornell Food Venture Center — Kitchens/Co-Packers,$15/hour (membership packages with lower hourly rates available Walk-In Refrigerator/Freezer for cold and frozen storage.,frozen,,,,
Telmark Packaging,,NJ,https://www.telmarkpkg.com/,732-847-2084,aolsen@telmarkpkg.com,https://extension.psu.edu/list-of-co-packers-in-pennsylvania-and-beyond/,Penn State Extension — List of Co-packers in Pennsylvania and Beyond (updated Dec 16 2025),"Tomato paste, Beverages, Energy drinks, Supplements, Spices, Seasoning Mixes, Instant Noodles, Sauces, Olive Oil, Dog Biscuits, Tea, Powdered drink mixes, Salad dressings, Salmon Sleeves (Co-Manufacturing & Co-packaging)",beverage; sauces; dry-blend,sauce/condiment,,,Contact: Andy Olsen
Craft Cannery,Bergen,NY,https://www.craftcannery.com/,585-350-5788,paul@craftcannery.com,https://cals.cornell.edu/cornell-agritech/partners-institutes/cornell-food-venture-center/kitchensco-packers,Cornell Food Venture Center — Kitchens/Co-Packers,"Glass, Meat products, Research and Development, pH testing, Thermal Processing, Formulated Acid and Acidified Sauces. USDA inspected, Licensed to process by NY State Dept. of Agriculture and Markets.",acidified; sauces; meat,sauce/condiment,,USDA,
Cheeky Cocktails,Brooklyn,NY,http://www.cheekycocktails.co,917-524-9034,,https://cals.cornell.edu/cornell-agritech/partners-institutes/cornell-food-venture-center/kitchensco-packers,Cornell Food Venture Center — Kitchens/Co-Packers,"Cheeky Cocktails offers small-batch food manufacturing solutions for entrepreneurs and startups in addition to our core business. We specialize in consulting for new product launches, small-batch co-packing (hot fill), and private label. Our kitchen and production are FDA-registered and licensed by the NYS Department of Agriculture & Markets. Consulting: We offer à la carte and project-based consulting services to help launch your product, from R&D to vendor selection and ingredient sourcing to",hot-fill; beverage,hot-fill,,FDA,
East Coast CoPacking,Brooklyn,NY,http://www.eastcoastcopacking.com,347-662-2900,info@eastcoastcopacking.com,https://cals.cornell.edu/cornell-agritech/partners-institutes/cornell-food-venture-center/kitchensco-packers,Cornell Food Venture Center — Kitchens/Co-Packers,"Certifications and Qualifications: Gluten Free (GF), Kosher Parve (OK Kosher), Organic Certification (NOFA NY), Non-GMO Project Verified, and SQF level 2.",,,,SQF; organic; gluten-free; kosher; Non-GMO,
Victoria Fine Foods (formerly Victoria Packing),Brooklyn,NY,http://www.victoriafinefoods.com,718-927-3000,jaquilina@victoriafinefoods.com,https://cals.cornell.edu/cornell-agritech/partners-institutes/cornell-food-venture-center/kitchensco-packers | https://extension.psu.edu/list-of-co-packers-in-pennsylvania-and-beyond/,Cornell Food Venture Center — Kitchens/Co-Packers | Penn State Extension — List of Co-packers in Pennsylvania and Beyond (updated Dec 16 2025),"Alfredo sauces, white and red clam sauces, salsas, condiments, dips, imported olive oils, vinegar, and fancy stuffed olives from around the world. Private label programs and co-packing are available. Food service sizes.",sauces,sauce/condiment,,,"review: contradiction — see copackers-review.md; review: PSU lists 719-927-3000, likely OCR; review: collapsed DBA/alias"
North Fork Specialty Kitchen,Cutchogue,NY,,631-734-6100,,https://cals.cornell.edu/cornell-agritech/partners-institutes/cornell-food-venture-center/kitchensco-packers,Cornell Food Venture Center — Kitchens/Co-Packers,,,,,,review: not clearly a co-packer
Martin Bulk Foods & Homemade Products,Dundee,NY,http://www.newhopemills.com,607-243-8197,,https://cals.cornell.edu/cornell-agritech/partners-institutes/cornell-food-venture-center/kitchensco-packers,Cornell Food Venture Center — Kitchens/Co-Packers,"Glass: Acidified, fruits, vegetables, sauces Certifications and Qualifications: Kosher, Organic Certification, and SQF level 2 New Hope Mills is a 190 year old company that manufactures proprietary products, co-packs and manufactures private label products. All of our products are dry mixes in an assortment of sizes and container types. We have R&D capabilities and a food scientist on staff to assist in product formulation and or formula modifications. New Hope Mills has been making memories aro",acidified; sauces; dry-blend,sauce/condiment,,SQF; organic; kosher,
TCM Foods,Elmsford,NY,,914-372-7080,marc@topchefmeals.com,https://cals.cornell.edu/cornell-agritech/partners-institutes/cornell-food-venture-center/kitchensco-packers,Cornell Food Venture Center — Kitchens/Co-Packers,"Co-packing, private labeling, and general food manufacturing for fresh and frozen foods. We also are set up to make fresh and frozen pet food. Our team of chefs can also create and/or assist with menus, recipes, and product creation. The facility is able to store both frozen and refrigerated goods as well as shipping to the contiguous US.",frozen,,,,
Lupo's Bottling LLC,Endicott,NY,https://www.spiedies.com/,607-765-7639,lupostephen@gmail.com,https://cals.cornell.edu/cornell-agritech/partners-institutes/cornell-food-venture-center/kitchensco-packers,Cornell Food Venture Center — Kitchens/Co-Packers,"Lupo's can help develop or bottle your existing recipe. We are a private label co-packing operation that provides small batch to large batch runs for cold fill products such as marinades and sauces. We use plastic bottles, 16 oz to 128 oz. We do not cook or do hot fill processes.",hot-fill; cold-fill; sauces,hot-fill; sauce/condiment,,,review: contradiction — see copackers-review.md; review: Cornell parenthetical email used; Maco string was parser bleed
Hawthorne Valley Farm Creamery,Ghent,NY,,518-672-7500 ext. 243,dairy@hawthornevalley.org,https://cals.cornell.edu/cornell-agritech/partners-institutes/cornell-food-venture-center/kitchensco-packers,Cornell Food Venture Center — Kitchens/Co-Packers,,,,,,
Pata Negra LLC,Gloversville,NY,http://www.imperialcopacking.com,518-775-1742,info@patanegrausa.com,https://cals.cornell.edu/cornell-agritech/partners-institutes/cornell-food-venture-center/kitchensco-packers,Cornell Food Venture Center — Kitchens/Co-Packers,"– Spanish, Italian and French dry cured salami manufacturer. Our minimum batch is 800 lb (fresh) and maximum is around 20.000 lb (fresh). This is for a single batch/product.",,,minimum batch is 800 lb (fresh) and maximum is around 20,,review: contradiction — see copackers-review.md; Cornell heading Imperial Co-Packing Espuna (Pata Legra LLC) — Legra is a typo for Negra; review: collapsed DBA/alias
Whitethorne LLC,Hudson,NY,http://www.hawthornefoods.com,(518) 636-4226,jared@farmferments.com,https://cals.cornell.edu/cornell-agritech/partners-institutes/cornell-food-venture-center/kitchensco-packers,Cornell Food Venture Center — Kitchens/Co-Packers,"As a Small co packer, Certified Organic vegetable processor & fermenter. Processing Sauerkraut, Kim Chi, Hot Sauce, and fermented juices.",sauces; fermentation,sauce/condiment,,organic,
Dolce Amore,Lindenhurst,NY,http://dolceamoreny.com,718-246-5414,marcello@dolceamoreny.com,https://cals.cornell.edu/cornell-agritech/partners-institutes/cornell-food-venture-center/kitchensco-packers,Cornell Food Venture Center — Kitchens/Co-Packers,"Dolce Amore is a manufacturer of filled pasta, flat pasta, gelato, sorbet, tartufo and prepared meal kits in New York. Dolce Amore uses an IQF freezing method for its filled pasta and prepared meal kits. We co-pack all kinds of ravioli, fillings and shapes, ice cream, gelato and tartufo with different flavors and packaging, prepared meals with pasta shapes and sauces of your choice. We are a HACCP approved facility with a 3rd party certification.",dairy; frozen; sauces,sauce/condiment,,HACCP,Listed in Cornell kitchens/co-packers directory; may include shared-use services.; review: not clearly a co-packer
Vital Eats,Malta,NY,https://vitaleats.com/,518-899-0150,reuben@vitaleats.com,https://cals.cornell.edu/cornell-agritech/partners-institutes/cornell-food-venture-center/kitchensco-packers,Cornell Food Venture Center — Kitchens/Co-Packers,"Vital Eats is a partner and co-packer to new or existing brands looking to produce, package, and label, liquid or dry food products. Flexible packaging options are available for liquids in 5 oz bottles to jugs, or dry spices and snacks in bags or containers. Our small family operation in Albany NY produces big flavors and bold packaging from a test run of a few cases to 1000's helping you grow your business.",snacks,,,,
Red Velvet NYC,Mount Kisco,NY,https://www.redvelvetnyc.com,617-970-7410,luccroels@gmail.com,https://cals.cornell.edu/cornell-agritech/partners-institutes/cornell-food-venture-center/kitchensco-packers,Cornell Food Venture Center — Kitchens/Co-Packers,"Red Velvet NYC was founded in 2015 in NYC, and recently moved into a large facility in Westchester NY. We specialize in the manufacturing of cookie dough (frozen ready-to-eat or ready-to-bake), as well as small pouches of dry ingredients for baking kits or other applications. We can assist in R&D, marketing, private label, and co-packing. Certifications: SQF, Woman-owned, and Kosher certified.",frozen,,,SQF; kosher,
Schoolhouse Preserves,Mt. Upton,NY,http://sienadev.com,607-563-9168,,https://cals.cornell.edu/cornell-agritech/partners-institutes/cornell-food-venture-center/kitchensco-packers,Cornell Food Venture Center — Kitchens/Co-Packers,"Acid and acidified sauces and preserves Siena Development Group, Inc. Siena Development Group Inc. Licensed by Agriculture and Marketing (20-C Licensed) Food and beverage developer. We specialize in R&D for small start ups- getting the product from your kitchen to Shelf Stable, as well as tailoring it for mass production. We focus on all-natural products, preservatives and increasing the shelf-life of natural products. In addition to streamlining production and recipes, we are able to help with",acidified; beverage; sauces,sauce/condiment,,,review: contradiction — see copackers-review.md
Maco Packaging,Newark,NY,http://www.macopkg.com/request-a-quote/,315-226-1028,theresa.hinckley@macobag.com,https://cals.cornell.edu/cornell-agritech/partners-institutes/cornell-food-venture-center/kitchensco-packers,Cornell Food Venture Center — Kitchens/Co-Packers,"We are a custom manufacturer of packaging and provider of packaging solutions. We are a multi-faceted operation focused on flexible pouch converting, co-packing, co-manufacturing and food processing",,,,,review: not clearly a co-packer
Once Again Nut Butter,Nunda,NY,,585-468-2535,,https://cals.cornell.edu/cornell-agritech/partners-institutes/cornell-food-venture-center/kitchensco-packers,Cornell Food Venture Center — Kitchens/Co-Packers,,,,,,
Private Label Foods,Rochester,NY,,585-254-9205,,https://cals.cornell.edu/cornell-agritech/partners-institutes/cornell-food-venture-center/kitchensco-packers,Cornell Food Venture Center — Kitchens/Co-Packers,Formulated acid sauces and dressings,acidified; sauces,sauce/condiment,,,
Special Touch Bakery/Partners With Industry,Rochester,NY,http://www.specialtouchbakery.org,585-435-7572,,https://cals.cornell.edu/cornell-agritech/partners-institutes/cornell-food-venture-center/kitchensco-packers,Cornell Food Venture Center — Kitchens/Co-Packers,"We provide high-quality, competitively priced contract manufacturing, co-packing, Private Label and logistics solutions to a broad range of growing companies. Items: Pie, Cookies, Granola, Dry Blending, Trail Mix, Secondary Packaging, Muesli, Baked Goods, Spice blends.",bakery; dry-blend,,,,
Casa Visco Finer Foods,Schenectady,NY,,518-377-8814,,https://cals.cornell.edu/cornell-agritech/partners-institutes/cornell-food-venture-center/kitchensco-packers,Cornell Food Venture Center — Kitchens/Co-Packers,"Glass: orange sections, tomato products, mushrooms, onions",,,,,
Beth's Farm Kitchen,Stuyvesant Falls,NY,http://www.bethsfarmkitchen.com,518-799-3414,bfk@bethsfarmkitchen.com,https://cals.cornell.edu/cornell-agritech/partners-institutes/cornell-food-venture-center/kitchensco-packers,Cornell Food Venture Center — Kitchens/Co-Packers,,,,,,
Bronx River Bottling LLC,Valley Cottage,NY,http://www.bronxriverbottling.com,845-875-4300,eric@bronxriverbottling.com,https://cals.cornell.edu/cornell-agritech/partners-institutes/cornell-food-venture-center/kitchensco-packers,Cornell Food Venture Center — Kitchens/Co-Packers,"Co-Packing and Private Label. Retail sizes and food service. R & D and marketing assistance provided for our customers. Products: Bar-BQ Sauces, Marinades, Hot Sauces, Frostings, Relishes, Salad Dressings",sauces,sauce/condiment,,,
Direct Refreshments LLC,,NY,,,,https://cals.cornell.edu/cornell-agritech/partners-institutes/cornell-food-venture-center/kitchensco-packers,Cornell Food Venture Center — Kitchens/Co-Packers,,,,,,
JDM Specialty Foods,,NY,,607-732-1425,joe@jdmspecialityfoods.comjdmspecialityfoods,https://cals.cornell.edu/cornell-agritech/partners-institutes/cornell-food-venture-center/kitchensco-packers,Cornell Food Venture Center — Kitchens/Co-Packers,"Co-Packer of low acid and acidified foods including pasta sauce, bbq sauce, wing sauce, condiments, salsa, salad dressing",acidified; sauces,sauce/condiment,,,
ACE Net,Athens,OH,http://www.acenetworks.org,740-592-3854,,https://cals.cornell.edu/cornell-agritech/partners-institutes/cornell-food-venture-center/kitchensco-packers,Cornell Food Venture Center — Kitchens/Co-Packers,,,,,,
Agricultural Incubator Foundation,Bowling Green,OH,http://agincubator.org/,(419) 823-3099,aif@agincubator.org,https://cals.cornell.edu/cornell-agritech/partners-institutes/cornell-food-venture-center/kitchensco-packers,Cornell Food Venture Center — Kitchens/Co-Packers,E-mail: aif [at] agincubator.org (aif[at]agincubator[dot]org),,,,,review: not clearly a co-packer
JES Foods,Celina,OH,https://www.jesfoods.com/contact-jes-foods.html,419-586-7446,,https://cals.cornell.edu/cornell-agritech/partners-institutes/cornell-food-venture-center/kitchensco-packers,Cornell Food Venture Center — Kitchens/Co-Packers,,,,,,
"Hinkle Fine Foods, Inc.",Dayton,OH,https://hinklefinefoods.com/,614-327-8697,mike@hinklefinefoods.com,https://extension.psu.edu/list-of-co-packers-in-pennsylvania-and-beyond/,Penn State Extension — List of Co-packers in Pennsylvania and Beyond (updated Dec 16 2025),"Hot and cold sauces, salad dressings, mustards, mayo-based dips and spreads, salsas, jams, jellies. SQF certified facility with retail and food service packaging capabilities.",sauces,sauce/condiment,,SQF,Contact: Mike Beller
Mikesell's Snack Food Company,Dayton,OH,,937-228-9400 ext 210,jstevenson@mike-sells.com,https://cals.cornell.edu/cornell-agritech/partners-institutes/cornell-food-venture-center/kitchensco-packers,Cornell Food Venture Center — Kitchens/Co-Packers,"Tulkoff Food Products, Inc. Product Minimum: 40,000 cases of product annually produced per SKU and the firm is existing no less than 3 years at such levels.",,,"Minimum: 40,000 cases of product annually produced per SKU and the firm is existing no le",,review: contradiction — see copackers-review.md; review: tulkoff.com leaked from prior Cornell block; cleared
Middle Eastern Delites Copackers,Toledo,OH,,419-215-8163,,https://cals.cornell.edu/cornell-agritech/partners-institutes/cornell-food-venture-center/kitchensco-packers,Cornell Food Venture Center — Kitchens/Co-Packers,"All drink mixes, salsa, ketchup, mustards, salad dressing, consulting, product placement, marketing support, financing",sauces,sauce/condiment,,,review: not clearly a co-packer
Patter Fam Sauces,Wheelersburg,OH,,740-352-2008,,https://foodbusiness.ces.ncsu.edu/tools-for-success/other-services-supplies/,NC State Extension Food Business — Other Services & Supplies (Copackers section; page updated Aug 17 2026),,,,,,8019 Hayport Road
West Coast Co-Packer,,OR,http://westcoastcopacker.com/,,,https://ucfoodquality.ucdavis.edu/food-industry-contacts/co-packers,"UC Food Quality — Co-Packers (Mostly California) page, last update March 16 2026",,,,,,
Carbondale Technology Transfer Center (CTTC),Carbondale,PA,http://www.4cttc.org,(570) 282-1255,paul@cttc.org,https://cals.cornell.edu/cornell-agritech/partners-institutes/cornell-food-venture-center/kitchensco-packers,Cornell Food Venture Center — Kitchens/Co-Packers,,,,,,
"Millennium Packaging Service, Inc.",Carbondale,PA,http://www.mil-pkg.com,570-282-2024,debra.lubitz@mil-pkg.com,https://extension.psu.edu/list-of-co-packers-in-pennsylvania-and-beyond/,Penn State Extension — List of Co-packers in Pennsylvania and Beyond (updated Dec 16 2025),"Fulfillment of dry food, confectionary, and snacks into flexible and rigid packaging; Stand-up resealable pouches, Vertical Form Fill & Seal, Horizontal Flow-wrap. Tubs and containers with click on or screw lid and large pails. Microwaveable cups with security seal and click on lid. Unconventional shape products and containers. Shrink wrap and bundling for multipack. Display cases and Club pallets.; SQF, FDA, Organic & Kosher certified Primary & Secondary Co-Packing.",snacks; chocolate,,,SQF; organic; kosher; FDA,"Contact: Debra Lubitz Services: SQF, FDA, Organic & Kosher certified Primary & Secondary Co-Packing. PSU listed Carbondale, 18407 (PA ZIP).; review: not clearly a co-packer"
"Sugartown Smoked Specialties, Inc",Chester,PA,https://www.smokedfoods.com/,610-429-4080,,https://extension.psu.edu/list-of-co-packers-in-pennsylvania-and-beyond/,Penn State Extension — List of Co-packers in Pennsylvania and Beyond (updated Dec 16 2025),"Smoked seafood, fowl, meat and poultry",meat,,,,
Gertrude Hawk Chocolates,Dunmore,PA,https://gertrudehawkchocolates.com/,800-706-6275,jkenny@markave.com,https://extension.psu.edu/list-of-co-packers-in-pennsylvania-and-beyond/,Penn State Extension — List of Co-packers in Pennsylvania and Beyond (updated Dec 16 2025),"Sugar-Free Cocoa/Baking Chocolate, Chocolate Bars, Chocolate Truffles and Other Candy",chocolate,,,,
McClure's Bakery,Gap,PA,https://mccluresbakery.com/,717-442-4461,tkeenan@mccluresbakery.com,https://extension.psu.edu/list-of-co-packers-in-pennsylvania-and-beyond/,Penn State Extension — List of Co-packers in Pennsylvania and Beyond (updated Dec 16 2025),Co-Packing and Private Label,,,,,Services: Co-Packing and Private Label
Longo's Bakery Inc.,Hazleton,PA,,570-454-5887,chris@longosbakery.com,https://extension.psu.edu/list-of-co-packers-in-pennsylvania-and-beyond/,Penn State Extension — List of Co-packers in Pennsylvania and Beyond (updated Dec 16 2025),"Par-Baked Pizza Shells, Par Baked Pizza Crust, Fully Baked Pizzas, Pizza Sauce, Pizza Kits; Co-Packing and Private Label",bakery; sauces,sauce/condiment,,,Contact: Christopher Thompson Services: Co-Packing and Private Label
Vor Foods,Ivyland,PA,https://www.vorfoods.com,310-331-4369,luis@vorfoods.com,https://cals.cornell.edu/cornell-agritech/partners-institutes/cornell-food-venture-center/kitchensco-packers,Cornell Food Venture Center — Kitchens/Co-Packers,,,,,,
Lancaster Fine Foods (Stir Foods),Lancaster,PA,https://stirfoods.com/,717-397-9578,info@lancasterfinefoods.com,https://extension.psu.edu/list-of-co-packers-in-pennsylvania-and-beyond/ | https://cals.cornell.edu/cornell-agritech/partners-institutes/cornell-food-venture-center/kitchensco-packers,Penn State Extension — List of Co-packers in Pennsylvania and Beyond (updated Dec 16 2025) | Cornell Food Venture Center — Kitchens/Co-Packers,"Fruit Spreads/Jams, Fresh chunky salsas, Mustards, Bar-BQ Sauces, Marinades, Hot Sauces, Frostings, Relishes, Preserves, Salad Dressings, Cooking sauces",sauces,sauce/condiment,,,review: contradiction — see copackers-review.md; addresses 2320 Norman Rd (Cornell) and 2316 Norman Rd (PSU); review: collapsed DBA/alias
Select Juice LLC.,Lancaster,PA,https://www.selectjuice.llc,(833) 695-8423,info@selectjuice.llc,https://extension.psu.edu/list-of-co-packers-in-pennsylvania-and-beyond/,Penn State Extension — List of Co-packers in Pennsylvania and Beyond (updated Dec 16 2025),"100% Fruits, Vegetables, and Blends, Functional Beverages, Co-Pack and Private Label, Custom Formulations, Bottles and Pouches, Full Shrink and Pressure Sensitive Labeling, Perishable and Frozen, HPP, Cold Fill, Hot Fill, HTST, SQF Certified, FDA Registered, GMP, USDA Organic, Non-GMO Verified, Kosher.",HPP; hot-fill; cold-fill; HTST; beverage; frozen,HPP; hot-fill,,SQF; organic; kosher; FDA; USDA; Non-GMO; GMP,Contact: Sean Wainwright
"Manna Foods, LLC",Lebanon,PA,http://www.mannafoods.us/,717-675-2262,info@mannafoods.us,https://extension.psu.edu/list-of-co-packers-in-pennsylvania-and-beyond/,Penn State Extension — List of Co-packers in Pennsylvania and Beyond (updated Dec 16 2025),"Ready-to-eat and ready-to-cook foods, snack foods, and candy",snacks; chocolate,,,,Contact: Ted Baxter
All Seasons Kitchen,Mohnton,PA,https://www.allseasonskitchen.com/,717-445-4521,dcanarelli@allseasonskitchen.com,https://extension.psu.edu/list-of-co-packers-in-pennsylvania-and-beyond/,Penn State Extension — List of Co-packers in Pennsylvania and Beyond (updated Dec 16 2025),"BBQ sauce, hot sauce, dressings, marinades, cooking sauces",sauces,sauce/condiment,,,Contact: Dave Canarelli
Con Yeager Spice Company,New Castle,PA,https://www.conyeagerspice.com,724-202-6513 ext. 297,sales@conyeagerspice.com,https://extension.psu.edu/list-of-co-packers-in-pennsylvania-and-beyond/,Penn State Extension — List of Co-packers in Pennsylvania and Beyond (updated Dec 16 2025),"spices, seasonings, cures, blended binders, custom blends, private label, cheese, and casings",dairy; dry-blend,,,,
Castle Co-Packers LLC,New Kensington,PA,http://castlecopackers.com/,724-339-4040,bdworkin@castlecopackers.com,https://extension.psu.edu/list-of-co-packers-in-pennsylvania-and-beyond/,Penn State Extension — List of Co-packers in Pennsylvania and Beyond (updated Dec 16 2025),"Bottled and canned soft drinks, water, Shelf-stable juice, fresh juice, soft drinks, chocolate or malt or other hot beverages, alcohol-free cocktails or drink mixes, sport or energy drinks, spring or mineral water, powdered drink mix, ice, frozen juices, fresh drupe or stone fruit juice or concentrates",beverage; canning; frozen; dry-blend; chocolate,,,,Contact: Brian Dworkin
"Winter Gardens Quality Foods, Inc.",New Oxford,PA,,717-624-4911,info@wintergardens.com,https://extension.psu.edu/list-of-co-packers-in-pennsylvania-and-beyond/,Penn State Extension — List of Co-packers in Pennsylvania and Beyond (updated Dec 16 2025),"Salads, soups, entrees, sauces, and side dishes",sauces,sauce/condiment,,SQF; FDA; USDA,"Capabilities: USDA, FDA, and SQF Level 2 inspected facility"
